application_id,program_category,country,bit_program_applied,degree_language,previous_gpa,math_physics_background_score,research_alignment_score,publication_count,recommendation_strength,interview_score,english_test_type,english_score,chinese_proficiency,admission_decision,scholarship_tier
BIT20251120,Undergraduate,Thailand,Management,Chinese-taught,2.39,3.0,5.5,0,4.3,69.8,DUOLINGO,117.13064572562948,HSK3,Rejected,No Scholarship
BIT20251121,Chinese Language,Indonesia,Chinese Language and Culture,Chinese-taught,2.51,5.8,5.3,0,7.2,80.8,TOEFL,50.08263325968343,HSK3,Rejected,No Scholarship
BIT20251122,Dual Degree,Kazakhstan,Joint Mechanical Engineering,English-taught,2.9,4.3,1.9,0,7.5,63.8,TOEFL,46.232968173575344,HSK1,Rejected,No Scholarship
BIT20251123,Chinese Language,Malaysia,Chinese Language and Culture,Chinese-taught,2.4,5.8,4.0,0,4.5,59.7,IELTS,4.645937962312078,HSK3,Rejected,No Scholarship
BIT20251124,Chinese Language,Indonesia,Chinese Language and Culture,Chinese-taught,2.96,4.3,4.1,0,4.1,73.0,DUOLINGO,63.19983939991408,HSK3,Rejected,No Scholarship
BIT20251125,Postgraduate,Russia,Electronics Science and Technology,Chinese-taught,3.51,8.2,6.4,3,7.8,93.7,IELTS,7.46751359434526,HSK6,Admitted,Partial Scholarship
BIT20251126,Postgraduate,Ethiopia,Design,Chinese-taught,3.02,7.6,5.4,1,6.2,82.2,IELTS,7.5647470019638305,HSK4,Rejected,No Scholarship
BIT20251127,Undergraduate,Egypt,Physics,English-taught,3.22,6.9,3.9,1,7.5,71.9,TOEFL,96.03432122661877,HSK2,Admitted,No Scholarship
BIT20251128,Postgraduate,Mongolia,Instrument Science and Technology,English-taught,2.74,5.3,2.4,0,4.6,84.6,IELTS,5.21992965634716,HSK1,Rejected,No Scholarship
BIT20251129,Undergraduate,Thailand,Foreign Languages,Chinese-taught,3.47,3.6,6.2,0,8.1,87.4,TOEFL,85.37557680765633,HSK4,Admitted,No Scholarship
BIT20251130,Undergraduate,India,Economics,English-taught,2.91,5.4,6.4,0,6.3,62.0,IELTS,6.397764085875142,HSK2,Rejected,No Scholarship
BIT20251131,Postgraduate,Morocco,Statistics,English-taught,2.25,6.3,2.7,0,6.2,69.5,IELTS,5.143791955944615,HSK3,Rejected,No Scholarship
BIT20251132,Postgraduate,Mongolia,Education,English-taught,2.92,5.3,3.5,1,7.2,80.2,TOEFL,90.2651102187413,HSK3,Rejected,No Scholarship
BIT20251133,Undergraduate,Indonesia,Computer Science and Technology,Chinese-taught,2.44,5.9,4.5,0,8.1,75.2,TOEFL,78.33177245251497,HSK4,Rejected,No Scholarship
BIT20251134,Undergraduate,Malaysia,Chemistry and Chemical Engineering,Chinese-taught,2.95,5.4,4.9,0,5.9,82.6,IELTS,6.7909616088017515,HSK4,Rejected,No Scholarship
BIT20251135,Postgraduate,India,Cyberspace Science and Technology,Chinese-taught,2.77,2.5,3.3,0,5.9,70.6,IELTS,5.918885741846512,HSK3,Rejected,No Scholarship
BIT20251136,Undergraduate,India,Art and Design,English-taught,3.63,7.2,8.7,2,9.2,89.8,IELTS,7.86808861783887,HSK3,Admitted,Full Scholarship
BIT20251137,Chinese Language,Thailand,Chinese Language and Culture,Chinese-taught,2.4,3.5,3.2,0,4.8,46.3,DUOLINGO,81.05768226302668,HSK3,Rejected,No Scholarship
BIT20251138,Postgraduate,India,Materials Science and Technology,English-taught,2.94,4.9,6.1,1,7.3,88.1,TOEFL,107.12997376826955,HSK1,Admitted,No Scholarship
BIT20251139,Postgraduate,Indonesia,Applied Economics,English-taught,2.95,9.1,6.2,0,7.0,78.2,TOEFL,95.8698682456318,HSK2,Rejected,No Scholarship
BIT20251140,Postgraduate,Egypt,Physics,English-taught,3.3,5.7,7.0,3,7.5,72.3,IELTS,5.952285535989376,HSK3,Rejected,No Scholarship
BIT20251141,Chinese Language,Kenya,Chinese Language and Culture,Chinese-taught,2.19,6.4,3.6,0,7.2,61.0,TOEFL,42.89212479503397,HSK3,Rejected,No Scholarship
BIT20251142,Undergraduate,Morocco,Computer Science and Technology,English-taught,2.53,2.5,4.0,0,4.1,82.5,IELTS,6.379772209774363,HSK2,Rejected,No Scholarship
BIT20251143,Postgraduate,Pakistan,Biomedical Engineering,Chinese-taught,3.1,5.3,6.4,0,7.1,79.4,TOEFL,85.19410115021748,HSK5,Admitted,No Scholarship
BIT20251144,Postgraduate,Indonesia,Electronics Science and Technology,Chinese-taught,2.42,3.8,1.8,0,6.0,71.3,TOEFL,93.44475473396423,HSK3,Rejected,No Scholarship
BIT20251145,Undergraduate,Kenya,Law,English-taught,2.14,6.4,3.2,1,6.1,73.6,DUOLINGO,114.73619506313858,HSK2,Rejected,No Scholarship
BIT20251146,Chinese Language,Indonesia,Chinese Language and Culture,Chinese-taught,3.37,5.3,5.3,1,8.2,70.8,DUOLINGO,76.48112399234175,HSK4,Admitted,Partial Scholarship
BIT20251147,Chinese Language,Pakistan,Chinese Language and Culture,Chinese-taught,3.14,4.9,8.3,0,6.5,91.0,IELTS,5.916309359183957,HSK4,Admitted,No Scholarship
BIT20251148,Postgraduate,Brazil,Control Science and Engineering,English-taught,2.69,3.4,6.8,0,5.5,65.6,DUOLINGO,97.84256498469783,HSK2,Rejected,No Scholarship
BIT20251149,Chinese Language,Ethiopia,Chinese Language and Culture,Chinese-taught,2.07,4.0,2.5,0,4.4,71.5,IELTS,5.435670037474377,HSK3,Rejected,No Scholarship
BIT20251150,Chinese Language,Brazil,Chinese Language and Culture,Chinese-taught,2.13,6.0,3.9,0,4.7,64.6,IELTS,4.7452683613749524,HSK4,Rejected,No Scholarship
BIT20251151,Postgraduate,India,Mechanical Engineering,English-taught,2.6,4.6,6.6,1,6.5,78.7,IELTS,6.713094884982972,HSK3,Rejected,No Scholarship
BIT20251152,Chinese Language,Kazakhstan,Chinese Language and Culture,Chinese-taught,3.14,6.5,3.5,0,7.7,64.3,TOEFL,100.94774127512932,HSK4,Admitted,No Scholarship
BIT20251153,Postgraduate,Kazakhstan,Computer Science and Technology,English-taught,3.62,3.1,5.2,0,8.9,67.9,TOEFL,102.25066519621382,HSK1,Admitted,No Scholarship
BIT20251154,Postgraduate,Pakistan,Education,Chinese-taught,3.75,8.5,8.5,0,8.5,100.0,IELTS,8.089859880057741,HSK6,Admitted,Partial Scholarship
BIT20251155,Postgraduate,Mongolia,Mathematics,Chinese-taught,3.38,6.2,5.8,0,4.5,71.7,IELTS,4.363578494722003,HSK4,Rejected,No Scholarship
BIT20251156,Chinese Language,Thailand,Chinese Language and Culture,Chinese-taught,2.42,3.3,5.1,0,4.2,46.0,IELTS,6.194083935697658,HSK3,Rejected,No Scholarship
BIT20251157,Undergraduate,India,Law,English-taught,2.47,5.0,3.5,0,4.7,74.1,DUOLINGO,128.98457987587776,HSK1,Rejected,No Scholarship
BIT20251158,Chinese Language,Thailand,Chinese Language and Culture,Chinese-taught,2.64,6.1,3.7,0,6.1,49.3,TOEFL,85.76195917420021,HSK3,Rejected,No Scholarship
BIT20251159,Chinese Language,Kenya,Chinese Language and Culture,Chinese-taught,3.89,9.8,8.0,3,8.3,70.6,IELTS,8.1154065405591,HSK5,Admitted,Partial Scholarship
BIT20251160,Undergraduate,Kazakhstan,Automation,English-taught,2.94,4.9,7.7,0,5.8,74.7,DUOLINGO,91.43725627911067,HSK2,Rejected,No Scholarship
BIT20251161,Chinese Language,France,Chinese Language and Culture,Chinese-taught,2.34,4.2,3.9,0,6.4,61.1,IELTS,5.197582951900602,HSK3,Rejected,No Scholarship
BIT20251162,Undergraduate,Morocco,Foreign Languages,English-taught,2.04,2.1,3.7,0,5.7,48.3,TOEFL,85.43610863220329,HSK2,Rejected,No Scholarship
BIT20251163,Undergraduate,Kenya,Management,English-taught,2.85,6.9,5.6,1,7.8,78.9,TOEFL,94.16465273538816,HSK2,Admitted,No Scholarship
BIT20251164,Postgraduate,Ethiopia,Optical Engineering,English-taught,3.44,5.0,5.1,0,8.0,70.8,IELTS,6.012802723479647,HSK1,Rejected,No Scholarship
BIT20251165,Undergraduate,Morocco,Life Science,English-taught,2.39,0.9,1.1,0,7.2,59.8,IELTS,3.914374110096875,HSK3,Rejected,No Scholarship
BIT20251166,Chinese Language,Egypt,Chinese Language and Culture,Chinese-taught,3.63,7.2,6.7,1,9.3,86.6,TOEFL,112.86625973676423,HSK5,Admitted,Full Scholarship
BIT20251167,Chinese Language,Kenya,Chinese Language and Culture,Chinese-taught,3.4,6.8,5.8,1,7.7,91.0,DUOLINGO,112.96088132363124,HSK4,Admitted,Partial Scholarship
BIT20251168,Postgraduate,Pakistan,Aeronautical and Astronautical Science and Technology,English-taught,3.38,4.4,8.2,0,6.6,58.8,TOEFL,41.438712198716814,HSK2,Rejected,No Scholarship
BIT20251169,Undergraduate,Egypt,Humanities and Social Sciences,Chinese-taught,3.56,5.3,6.9,3,9.4,85.5,TOEFL,110.6224519233961,HSK6,Admitted,Partial Scholarship
BIT20251170,Undergraduate,Zimbabwe,Medical Technology,English-taught,2.89,4.1,2.7,0,4.9,56.5,DUOLINGO,81.75677644749484,HSK1,Rejected,No Scholarship
BIT20251171,Postgraduate,Kenya,Business Administration,English-taught,3.64,7.9,8.9,1,7.1,81.8,TOEFL,100.79931414299358,HSK2,Admitted,Partial Scholarship
BIT20251172,Dual Degree,Egypt,Joint Computer Science Program,English-taught,3.58,7.9,6.2,0,9.5,76.1,IELTS,7.65063991834507,HSK1,Admitted,Partial Scholarship
BIT20251173,Postgraduate,India,Instrument Science and Technology,English-taught,2.99,7.0,8.2,0,7.5,72.8,DUOLINGO,76.01465680347803,HSK1,Rejected,No Scholarship
BIT20251174,Undergraduate,Morocco,Humanities and Social Sciences,English-taught,3.53,8.7,5.0,0,6.9,73.9,TOEFL,87.07331385815594,HSK3,Rejected,No Scholarship
BIT20251175,Postgraduate,Russia,Physics,English-taught,3.0,6.4,3.3,0,5.9,66.5,IELTS,4.18767223829045,HSK1,Rejected,No Scholarship
BIT20251176,Postgraduate,Russia,Law,English-taught,3.69,10.0,6.5,1,8.5,94.0,TOEFL,112.14945409364165,HSK3,Admitted,Partial Scholarship
BIT20251177,Chinese Language,India,Chinese Language and Culture,Chinese-taught,2.89,6.3,4.6,0,7.2,75.3,TOEFL,88.25088607651325,HSK4,Admitted,No Scholarship
BIT20251178,Undergraduate,Indonesia,Chemistry and Chemical Engineering,English-taught,3.32,7.7,9.5,1,6.8,74.0,IELTS,6.16660608413652,HSK3,Admitted,No Scholarship
BIT20251179,Chinese Language,Zimbabwe,Chinese Language and Culture,Chinese-taught,3.95,7.0,9.6,2,8.1,76.7,IELTS,7.222166727815576,HSK5,Admitted,Partial Scholarship
BIT20251180,Postgraduate,Ethiopia,Mathematics,Chinese-taught,3.93,7.8,7.3,2,10.0,79.4,TOEFL,110.98215105847846,HSK5,Admitted,Partial Scholarship
BIT20251181,Dual Degree,Zimbabwe,Joint Mechanical Engineering,English-taught,2.94,4.9,6.5,1,7.9,93.0,IELTS,6.937872710106163,HSK1,Admitted,No Scholarship
BIT20251182,Undergraduate,Pakistan,Physics,Chinese-taught,3.18,5.1,3.3,0,6.4,43.8,TOEFL,67.81503528942788,HSK4,Rejected,No Scholarship
BIT20251183,Postgraduate,Kazakhstan,Optical Engineering,English-taught,3.53,9.4,6.5,0,8.7,74.7,IELTS,7.677368372672422,HSK1,Admitted,No Scholarship
BIT20251184,Dual Degree,Thailand,Joint Computer Science Program,English-taught,3.14,7.6,5.4,1,7.4,71.0,TOEFL,57.22996405704825,HSK2,Rejected,No Scholarship
BIT20251185,Undergraduate,Morocco,Physics,English-taught,3.75,6.8,8.2,2,6.5,95.4,DUOLINGO,116.66824233102479,HSK3,Admitted,No Scholarship
BIT20251186,Dual Degree,Zimbabwe,Joint Mechanical Engineering,English-taught,3.52,5.5,7.6,1,7.0,72.0,TOEFL,106.44430423681189,HSK1,Admitted,Partial Scholarship
BIT20251187,Postgraduate,France,Cyberspace Science and Technology,Chinese-taught,2.75,5.3,4.8,0,7.5,54.1,TOEFL,70.39009362581568,HSK3,Rejected,No Scholarship
BIT20251188,Undergraduate,Pakistan,Automation,Chinese-taught,1.78,9.1,2.1,0,5.8,38.6,IELTS,3.8653538480722576,HSK3,Rejected,No Scholarship
BIT20251189,Undergraduate,Brazil,Mathematics and Statistics,Chinese-taught,3.62,7.2,5.1,0,6.8,73.8,TOEFL,113.17270700422023,HSK5,Admitted,No Scholarship
BIT20251190,Postgraduate,Mongolia,Electronics Science and Technology,Chinese-taught,3.27,7.5,5.7,0,6.0,74.1,DUOLINGO,62.45794987119893,HSK5,Rejected,No Scholarship
BIT20251191,Undergraduate,Brazil,Materials Science and Engineering,English-taught,1.7,5.2,1.3,0,5.4,58.0,IELTS,3.7769552985229233,HSK1,Rejected,No Scholarship
BIT20251192,Postgraduate,Ethiopia,Business Administration,English-taught,3.03,6.4,4.9,1,6.5,85.1,IELTS,5.888958036215798,HSK1,Rejected,No Scholarship
BIT20251193,Undergraduate,Pakistan,Computer Science and Technology,English-taught,3.0,2.3,2.3,0,5.5,64.9,TOEFL,60.46392758786567,HSK1,Rejected,No Scholarship
BIT20251194,Postgraduate,Morocco,Applied Economics,Chinese-taught,3.04,5.7,6.6,1,7.5,70.9,TOEFL,108.2817524995224,HSK4,Admitted,No Scholarship
BIT20251195,Undergraduate,Egypt,Art and Design,Chinese-taught,2.29,2.8,4.9,0,6.5,70.3,DUOLINGO,64.20634929074946,HSK3,Rejected,No Scholarship
BIT20251196,Chinese Language,Kenya,Chinese Language and Culture,Chinese-taught,3.15,5.2,2.8,0,7.3,55.0,TOEFL,120.0,HSK3,Rejected,No Scholarship
BIT20251197,Dual Degree,Thailand,Joint Computer Science Program,English-taught,3.08,3.0,3.2,0,3.9,60.3,DUOLINGO,11.770077711298526,HSK2,Rejected,No Scholarship
BIT20251198,Dual Degree,Mongolia,Joint Mechanical Engineering,Chinese-taught,1.74,4.1,4.1,0,8.4,64.9,IELTS,6.006208435311853,HSK4,Rejected,No Scholarship
BIT20251199,Postgraduate,Brazil,Business Administration,English-taught,2.65,3.7,6.9,0,6.1,69.1,IELTS,4.604051108712632,HSK2,Rejected,No Scholarship
BIT20251200,Undergraduate,Indonesia,Foreign Languages,English-taught,2.69,4.1,5.5,0,6.4,58.9,TOEFL,67.10203561383719,HSK3,Rejected,No Scholarship
BIT20251201,Chinese Language,Mongolia,Chinese Language and Culture,Chinese-taught,3.21,4.4,5.4,0,7.6,55.5,IELTS,4.534144200537704,HSK3,Rejected,No Scholarship
BIT20251202,Undergraduate,France,Management,English-taught,3.8,8.1,7.0,3,9.0,84.6,IELTS,7.384611109591344,HSK1,Admitted,Partial Scholarship
BIT20251203,Undergraduate,France,Mathematics and Statistics,English-taught,3.7,7.3,9.9,2,6.4,86.1,IELTS,7.8564380709323345,HSK2,Admitted,No Scholarship
BIT20251204,Undergraduate,Egypt,Life Science,Chinese-taught,2.29,6.1,4.9,0,3.4,60.0,TOEFL,61.87727582133215,HSK4,Rejected,No Scholarship
BIT20251205,Postgraduate,Ethiopia,Optical Engineering,English-taught,3.46,6.2,7.3,2,9.5,83.0,DUOLINGO,125.03249754020241,HSK1,Admitted,Partial Scholarship
BIT20251206,Chinese Language,France,Chinese Language and Culture,Chinese-taught,2.34,5.3,3.6,0,6.5,62.3,IELTS,6.09367188468535,HSK4,Rejected,No Scholarship
BIT20251207,Postgraduate,Pakistan,Physics,English-taught,3.28,7.8,5.0,0,8.2,78.8,DUOLINGO,52.81929791225139,HSK2,Rejected,No Scholarship
BIT20251208,Postgraduate,Thailand,Chemical Engineering and Technology,English-taught,3.09,5.8,6.2,0,8.4,81.1,TOEFL,116.58688338714089,HSK2,Admitted,No Scholarship
BIT20251209,Undergraduate,Morocco,Materials Science and Engineering,English-taught,3.53,5.3,0.8,0,4.9,77.2,DUOLINGO,106.81452652639823,HSK2,Rejected,No Scholarship
BIT20251210,Dual Degree,Egypt,Joint Business Administration Program,English-taught,2.02,3.2,3.0,0,5.6,59.3,DUOLINGO,84.96057577524343,HSK1,Rejected,No Scholarship
BIT20251211,Postgraduate,Pakistan,Business Administration,English-taught,3.02,7.6,3.3,0,5.6,87.2,DUOLINGO,82.31440410223563,HSK3,Rejected,No Scholarship
BIT20251212,Postgraduate,Russia,Mathematics,English-taught,2.9,5.4,3.8,0,4.8,90.2,IELTS,5.255691400623996,HSK3,Rejected,No Scholarship
BIT20251213,Undergraduate,Indonesia,Physics,English-taught,3.3,5.6,4.8,0,4.8,74.0,IELTS,6.086390345101194,HSK3,Rejected,No Scholarship
BIT20251214,Chinese Language,Kenya,Chinese Language and Culture,Chinese-taught,2.91,4.3,3.0,0,5.4,64.6,TOEFL,92.4486461693862,HSK3,Rejected,No Scholarship
BIT20251215,Postgraduate,Malaysia,Education,English-taught,2.66,2.5,7.0,1,5.8,68.4,IELTS,4.8221154680748155,HSK2,Rejected,No Scholarship
BIT20251216,Undergraduate,Kenya,Art and Design,Chinese-taught,2.78,2.5,1.8,0,7.5,55.3,DUOLINGO,40.47783143229766,HSK3,Rejected,No Scholarship
BIT20251217,Undergraduate,France,Life Science,English-taught,2.87,6.7,5.0,0,4.6,63.9,DUOLINGO,108.73271337868982,HSK2,Rejected,No Scholarship
BIT20251218,Postgraduate,Russia,Control Science and Engineering,English-taught,3.02,5.5,3.7,0,5.7,90.1,DUOLINGO,77.86412848558933,HSK1,Rejected,No Scholarship
BIT20251219,Postgraduate,Zimbabwe,Materials Science and Technology,English-taught,2.63,2.1,2.3,0,3.3,63.8,IELTS,5.908046165146807,HSK3,Rejected,No Scholarship
BIT20251220,Undergraduate,Zimbabwe,Mathematics and Statistics,English-taught,3.8,7.7,9.5,1,9.7,89.6,IELTS,7.439907629899395,HSK1,Admitted,Full Scholarship
BIT20251221,Dual Degree,Morocco,Joint Mechanical Engineering,English-taught,2.51,7.5,5.7,0,5.6,69.0,IELTS,5.582222933582459,HSK2,Rejected,No Scholarship
BIT20251222,Undergraduate,France,Life Science,Chinese-taught,3.35,6.6,3.3,0,6.7,70.9,IELTS,4.052763639919904,HSK3,Rejected,No Scholarship
BIT20251223,Postgraduate,Brazil,Business Administration,Chinese-taught,3.46,6.1,6.3,0,7.9,59.2,IELTS,5.8186508261224565,HSK5,Rejected,No Scholarship
BIT20251224,Dual Degree,Pakistan,Joint Business Administration Program,Chinese-taught,2.21,8.9,6.1,0,6.3,80.1,IELTS,5.771712896230508,HSK3,Rejected,No Scholarship
BIT20251225,Postgraduate,France,Instrument Science and Technology,English-taught,3.4,5.8,4.8,0,9.2,85.0,IELTS,7.583683643444954,HSK2,Admitted,No Scholarship
BIT20251226,Postgraduate,Kazakhstan,Optical Engineering,English-taught,3.05,6.6,8.2,0,7.4,86.4,IELTS,7.34877292001398,HSK2,Admitted,No Scholarship
BIT20251227,Undergraduate,Mongolia,Life Science,Chinese-taught,2.28,1.7,2.6,0,5.6,56.2,DUOLINGO,79.98751213994504,HSK4,Rejected,No Scholarship
BIT20251228,Undergraduate,Morocco,Art and Design,English-taught,3.2,2.4,4.2,1,4.6,82.8,TOEFL,52.94830448305317,HSK1,Rejected,No Scholarship
BIT20251229,Dual Degree,Kenya,Joint Computer Science Program,English-taught,2.39,6.4,4.8,0,4.5,62.4,TOEFL,31.771016041555065,HSK3,Rejected,No Scholarship
BIT20251230,Postgraduate,Zimbabwe,Education,Chinese-taught,2.76,5.0,1.7,0,3.5,62.5,TOEFL,112.97151732622137,HSK4,Rejected,No Scholarship
BIT20251231,Chinese Language,Indonesia,Chinese Language and Culture,Chinese-taught,2.86,7.1,2.5,1,5.5,80.4,IELTS,4.462833551902363,HSK4,Rejected,No Scholarship
BIT20251232,Undergraduate,India,Chemistry and Chemical Engineering,English-taught,2.19,2.9,5.0,0,4.7,46.4,DUOLINGO,109.95105858133707,HSK1,Rejected,No Scholarship
BIT20251233,Undergraduate,Malaysia,Mathematics and Statistics,English-taught,2.04,3.5,3.3,0,4.8,52.4,IELTS,5.586809848858538,HSK2,Rejected,No Scholarship
BIT20251234,Undergraduate,Zimbabwe,Automation,English-taught,2.8,5.4,2.7,0,8.1,72.2,TOEFL,66.80217403116536,HSK1,Rejected,No Scholarship
BIT20251235,Postgraduate,Morocco,Control Science and Engineering,English-taught,3.42,8.5,3.3,0,8.2,73.9,IELTS,6.386177860584624,HSK3,Rejected,No Scholarship
BIT20251236,Undergraduate,Kenya,Physics,English-taught,3.58,7.9,4.6,2,5.7,81.0,DUOLINGO,104.27517694907958,HSK1,Rejected,No Scholarship
BIT20251237,Chinese Language,Morocco,Chinese Language and Culture,Chinese-taught,2.06,4.1,1.7,0,5.3,47.8,DUOLINGO,19.946503132822905,HSK3,Rejected,No Scholarship
BIT20251238,Postgraduate,Mongolia,Applied Economics,English-taught,2.46,5.2,0.0,0,5.6,72.0,IELTS,4.609657400277215,HSK1,Rejected,No Scholarship
BIT20251239,Dual Degree,Kenya,Joint Computer Science Program,English-taught,3.8,8.8,7.7,1,9.0,82.1,DUOLINGO,114.2230009689528,HSK1,Admitted,Partial Scholarship
BIT20251240,Undergraduate,Ethiopia,Foreign Languages,English-taught,3.04,6.4,4.8,0,7.3,61.8,TOEFL,109.09026287242395,HSK2,Admitted,No Scholarship
BIT20251241,Chinese Language,India,Chinese Language and Culture,Chinese-taught,3.82,7.0,5.5,2,8.0,74.6,TOEFL,98.48393200938258,HSK5,Admitted,Partial Scholarship
BIT20251242,Chinese Language,France,Chinese Language and Culture,Chinese-taught,2.3,2.3,6.0,0,6.1,87.4,IELTS,5.443007794531731,HSK3,Rejected,No Scholarship
BIT20251243,Chinese Language,Ethiopia,Chinese Language and Culture,Chinese-taught,4.04,8.8,5.7,1,6.9,74.3,IELTS,5.920085600473186,HSK5,Admitted,Partial Scholarship
BIT20251244,Chinese Language,Russia,Chinese Language and Culture,Chinese-taught,2.71,5.6,7.2,0,7.8,72.0,DUOLINGO,81.672539523001,HSK5,Admitted,No Scholarship
BIT20251245,Chinese Language,Indonesia,Chinese Language and Culture,Chinese-taught,2.39,4.0,4.4,0,8.4,76.4,IELTS,4.840445814207948,HSK3,Rejected,No Scholarship
BIT20251246,Postgraduate,India,Design,English-taught,2.1,3.1,2.8,0,7.4,65.8,DUOLINGO,73.23518128708852,HSK1,Rejected,No Scholarship
BIT20251247,Undergraduate,Kenya,Law,Chinese-taught,3.38,4.2,4.6,0,8.4,89.4,IELTS,6.534894715220737,HSK4,Admitted,No Scholarship
BIT20251248,Undergraduate,Kenya,Computer Science and Technology,English-taught,2.78,2.4,1.7,0,5.5,56.6,IELTS,3.3268034939831113,HSK1,Rejected,No Scholarship
BIT20251249,Dual Degree,Kazakhstan,Joint Business Administration Program,English-taught,3.16,3.3,3.7,0,6.7,61.1,TOEFL,93.39444262456573,HSK1,Admitted,No Scholarship
BIT20251250,Postgraduate,Egypt,Aeronautical and Astronautical Science and Technology,English-taught,3.26,3.8,6.4,1,5.5,70.6,IELTS,7.583461147124413,HSK1,Rejected,No Scholarship
BIT20251251,Chinese Language,Kazakhstan,Chinese Language and Culture,Chinese-taught,3.69,8.2,7.9,0,9.3,94.5,DUOLINGO,126.85373425359829,HSK5,Admitted,Full Scholarship
BIT20251252,Postgraduate,Thailand,Chemical Engineering and Technology,Chinese-taught,1.93,5.1,3.3,0,8.2,87.2,IELTS,4.871925397501946,HSK3,Rejected,No Scholarship
BIT20251253,Undergraduate,Kazakhstan,Computer Science and Technology,English-taught,2.35,4.5,4.1,0,7.0,66.9,IELTS,6.105909287676775,HSK2,Rejected,No Scholarship
BIT20251254,Undergraduate,Pakistan,Medical Technology,English-taught,2.67,4.9,7.2,0,8.3,65.7,TOEFL,86.07554151532128,HSK1,Rejected,No Scholarship
BIT20251255,Postgraduate,Russia,Education,English-taught,3.12,4.0,4.3,0,5.5,90.2,TOEFL,91.9682443332967,HSK1,Rejected,No Scholarship
BIT20251256,Postgraduate,Ethiopia,Computer Science and Technology,Chinese-taught,3.33,5.1,4.0,1,6.0,64.2,DUOLINGO,57.07312310948242,HSK3,Rejected,No Scholarship
BIT20251257,Undergraduate,Mongolia,Chemistry and Chemical Engineering,English-taught,3.54,9.0,9.2,0,6.9,94.0,IELTS,7.514165947254289,HSK1,Admitted,Partial Scholarship
BIT20251258,Postgraduate,Ethiopia,Aeronautical and Astronautical Science and Technology,English-taught,2.69,2.3,4.8,0,6.6,45.2,TOEFL,39.592765414023525,HSK2,Rejected,No Scholarship
